src,dest,EdgeType
19,1400,Gene-Gene
19,1401,Gene-Gene
19,1402,Gene-Gene
19,1403,Gene-Gene
19,1672,Gene-Gene
19,1857,Gene-Gene
19,1919,Gene-Gene
19,2002,Gene-Gene
19,2080,Gene-Gene-METH
20,23,Gene-Gene
20,151,Gene-Gene
20,171,Gene-Gene
20,172,Gene-Gene
20,174,Gene-Gene
20,180,Gene-Gene
20,941,Gene-Gene
20,1166,Gene-Gene
20,1168,Gene-Gene
20,1169,Gene-Gene
20,1170,Gene-Gene
20,1171,Gene-Gene
20,1173,Gene-Gene
20,1273,Gene-Gene
20,1667,Gene-Gene
20,1668,Gene-Gene
20,1799,Gene-Gene
20,1800,Gene-Gene
20,1801,Gene-Gene
20,1803,Gene-Gene
20,1806,Gene-Gene
20,2081,Gene-Gene-METH
21,151,Gene-Gene
21,940,Gene-Gene
21,941,Gene-Gene
21,942,Gene-Gene
21,943,Gene-Gene
21,1299,Gene-Gene
21,1800,Gene-Gene
21,1801,Gene-Gene
21,2082,Gene-Gene-METH
22,940,Gene-Gene
22,941,Gene-Gene
22,942,Gene-Gene
22,943,Gene-Gene
22,1299,Gene-Gene
22,1800,Gene-Gene
22,1801,Gene-Gene
22,2083,Gene-Gene-METH
23,20,Gene-Gene
23,178,Gene-Gene
23,179,Gene-Gene
23,940,Gene-Gene
23,941,Gene-Gene
23,942,Gene-Gene
23,943,Gene-Gene
23,1299,Gene-Gene
23,1800,Gene-Gene
23,1801,Gene-Gene
23,2084,Gene-Gene-METH
24,940,Gene-Gene
24,941,Gene-Gene
24,942,Gene-Gene
24,943,Gene-Gene
24,1299,Gene-Gene
24,1800,Gene-Gene
24,1801,Gene-Gene
24,2085,Gene-Gene-METH
25,1304,Gene-Gene
25,1305,Gene-Gene
25,1306,Gene-Gene
25,1307,Gene-Gene
25,2086,Gene-Gene-METH
26,219,Gene-Gene
26,220,Gene-Gene
26,221,Gene-Gene
26,222,Gene-Gene
26,223,Gene-Gene
26,224,Gene-Gene
26,225,Gene-Gene
26,229,Gene-Gene
26,230,Gene-Gene
26,231,Gene-Gene
26,232,Gene-Gene
26,233,Gene-Gene
26,725,Gene-Gene
26,726,Gene-Gene
26,727,Gene-Gene
26,728,Gene-Gene
26,729,Gene-Gene
26,731,Gene-Gene
26,732,Gene-Gene
26,733,Gene-Gene
26,734,Gene-Gene
26,735,Gene-Gene
26,736,Gene-Gene
26,737,Gene-Gene
26,738,Gene-Gene
26,739,Gene-Gene
26,740,Gene-Gene
26,741,Gene-Gene
26,742,Gene-Gene
26,743,Gene-Gene
26,744,Gene-Gene
26,745,Gene-Gene
26,746,Gene-Gene
26,747,Gene-Gene
26,748,Gene-Gene
26,1544,Gene-Gene
26,1545,Gene-Gene
26,1546,Gene-Gene
26,1556,Gene-Gene
26,2087,Gene-Gene-METH
27,725,Gene-Gene
27,726,Gene-Gene
27,727,Gene-Gene
27,732,Gene-Gene
27,733,Gene-Gene
27,734,Gene-Gene
27,735,Gene-Gene
27,736,Gene-Gene
27,737,Gene-Gene
27,738,Gene-Gene
27,739,Gene-Gene
27,740,Gene-Gene
27,741,Gene-Gene
27,742,Gene-Gene
27,743,Gene-Gene
27,744,Gene-Gene
27,745,Gene-Gene
27,746,Gene-Gene
27,747,Gene-Gene
27,748,Gene-Gene
27,2088,Gene-Gene-METH
28,219,Gene-Gene
28,220,Gene-Gene
28,221,Gene-Gene
28,222,Gene-Gene
28,223,Gene-Gene
28,224,Gene-Gene
28,225,Gene-Gene
28,229,Gene-Gene
28,230,Gene-Gene
28,231,Gene-Gene
28,232,Gene-Gene
28,233,Gene-Gene
28,725,Gene-Gene
28,726,Gene-Gene
28,727,Gene-Gene
28,728,Gene-Gene
28,729,Gene-Gene
28,731,Gene-Gene
28,732,Gene-Gene
28,733,Gene-Gene
28,734,Gene-Gene
28,735,Gene-Gene
28,736,Gene-Gene
28,737,Gene-Gene
28,738,Gene-Gene
28,739,Gene-Gene
28,740,Gene-Gene
28,741,Gene-Gene
28,742,Gene-Gene
28,743,Gene-Gene
28,744,Gene-Gene
28,745,Gene-Gene
28,746,Gene-Gene
28,747,Gene-Gene
28,748,Gene-Gene
28,1544,Gene-Gene
28,1545,Gene-Gene
28,1546,Gene-Gene
28,1556,Gene-Gene
28,2089,Gene-Gene-METH
29,219,Gene-Gene
29,220,Gene-Gene
29,221,Gene-Gene
29,222,Gene-Gene
29,223,Gene-Gene
29,224,Gene-Gene
29,225,Gene-Gene
29,229,Gene-Gene
29,230,Gene-Gene
29,231,Gene-Gene
29,232,Gene-Gene
29,233,Gene-Gene
29,725,Gene-Gene
29,726,Gene-Gene
29,727,Gene-Gene
29,728,Gene-Gene
29,729,Gene-Gene
29,731,Gene-Gene
29,732,Gene-Gene
29,733,Gene-Gene
29,734,Gene-Gene
29,735,Gene-Gene
29,736,Gene-Gene
29,737,Gene-Gene
29,738,Gene-Gene
29,739,Gene-Gene
29,740,Gene-Gene
29,741,Gene-Gene
29,742,Gene-Gene
29,743,Gene-Gene
29,744,Gene-Gene
29,745,Gene-Gene
29,746,Gene-Gene
29,747,Gene-Gene
29,748,Gene-Gene
29,1544,Gene-Gene
29,1545,Gene-Gene
29,1546,Gene-Gene
29,1556,Gene-Gene
29,2090,Gene-Gene-METH
30,219,Gene-Gene
30,220,Gene-Gene
30,221,Gene-Gene
30,222,Gene-Gene
30,223,Gene-Gene
30,224,Gene-Gene
30,225,Gene-Gene
30,229,Gene-Gene
30,230,Gene-Gene
30,231,Gene-Gene
30,232,Gene-Gene
30,233,Gene-Gene
30,725,Gene-Gene
30,726,Gene-Gene
30,727,Gene-Gene
30,728,Gene-Gene
30,729,Gene-Gene
30,731,Gene-Gene
30,732,Gene-Gene
30,733,Gene-Gene
30,734,Gene-Gene
30,735,Gene-Gene
30,736,Gene-Gene
30,737,Gene-Gene
30,738,Gene-Gene
30,739,Gene-Gene
30,740,Gene-Gene
30,741,Gene-Gene
30,742,Gene-Gene
30,743,Gene-Gene
30,744,Gene-Gene
30,745,Gene-Gene
30,746,Gene-Gene
30,747,Gene-Gene
30,748,Gene-Gene
30,1544,Gene-Gene
30,1545,Gene-Gene
30,1546,Gene-Gene
30,1556,Gene-Gene
30,2091,Gene-Gene-METH
31,219,Gene-Gene
31,220,Gene-Gene
31,221,Gene-Gene
31,222,Gene-Gene
31,223,Gene-Gene
31,224,Gene-Gene
31,225,Gene-Gene
31,229,Gene-Gene
31,230,Gene-Gene
31,231,Gene-Gene
31,232,Gene-Gene
31,233,Gene-Gene
31,725,Gene-Gene
31,726,Gene-Gene
31,727,Gene-Gene
31,729,Gene-Gene
31,731,Gene-Gene
31,732,Gene-Gene
31,733,Gene-Gene
31,734,Gene-Gene
31,735,Gene-Gene
31,736,Gene-Gene
31,737,Gene-Gene
31,738,Gene-Gene
31,739,Gene-Gene
31,740,Gene-Gene
31,741,Gene-Gene
31,742,Gene-Gene
31,743,Gene-Gene
31,744,Gene-Gene
31,745,Gene-Gene
31,746,Gene-Gene
31,747,Gene-Gene
31,748,Gene-Gene
31,1544,Gene-Gene
31,1545,Gene-Gene
31,1546,Gene-Gene
31,1556,Gene-Gene
31,1561,Gene-Gene
31,2092,Gene-Gene-METH
32,219,Gene-Gene
32,220,Gene-Gene
32,221,Gene-Gene
32,222,Gene-Gene
32,223,Gene-Gene
32,224,Gene-Gene
32,225,Gene-Gene
32,229,Gene-Gene
32,230,Gene-Gene
32,231,Gene-Gene
32,232,Gene-Gene
32,233,Gene-Gene
32,725,Gene-Gene
32,726,Gene-Gene
32,727,Gene-Gene
32,729,Gene-Gene
32,731,Gene-Gene
32,732,Gene-Gene
32,733,Gene-Gene
32,734,Gene-Gene
32,735,Gene-Gene
32,736,Gene-Gene
32,737,Gene-Gene
32,738,Gene-Gene
32,739,Gene-Gene
32,740,Gene-Gene
32,741,Gene-Gene
32,742,Gene-Gene
32,743,Gene-Gene
32,744,Gene-Gene
32,745,Gene-Gene
32,746,Gene-Gene
32,747,Gene-Gene
32,748,Gene-Gene
32,1544,Gene-Gene
32,1545,Gene-Gene
32,1546,Gene-Gene
32,1556,Gene-Gene
32,2093,Gene-Gene-METH
33,219,Gene-Gene
33,220,Gene-Gene
33,221,Gene-Gene
33,222,Gene-Gene
33,223,Gene-Gene
33,224,Gene-Gene
33,225,Gene-Gene
33,229,Gene-Gene
33,230,Gene-Gene
33,231,Gene-Gene
33,232,Gene-Gene
33,233,Gene-Gene
33,725,Gene-Gene
33,726,Gene-Gene
33,727,Gene-Gene
33,728,Gene-Gene
33,729,Gene-Gene
33,731,Gene-Gene
33,732,Gene-Gene
33,733,Gene-Gene
33,734,Gene-Gene
33,735,Gene-Gene
33,736,Gene-Gene
33,737,Gene-Gene
33,738,Gene-Gene
33,739,Gene-Gene
33,740,Gene-Gene
33,741,Gene-Gene
33,742,Gene-Gene
33,743,Gene-Gene
33,744,Gene-Gene
33,745,Gene-Gene
33,746,Gene-Gene
33,747,Gene-Gene
33,748,Gene-Gene
33,1544,Gene-Gene
33,1545,Gene-Gene
33,1546,Gene-Gene
33,1556,Gene-Gene
33,2094,Gene-Gene-METH
34,219,Gene-Gene
34,220,Gene-Gene
34,221,Gene-Gene
34,222,Gene-Gene
34,223,Gene-Gene
34,224,Gene-Gene
34,225,Gene-Gene
34,229,Gene-Gene
34,230,Gene-Gene
34,231,Gene-Gene
34,232,Gene-Gene
34,233,Gene-Gene
34,725,Gene-Gene
34,726,Gene-Gene
34,727,Gene-Gene
34,728,Gene-Gene
34,729,Gene-Gene
34,731,Gene-Gene
34,732,Gene-Gene
34,733,Gene-Gene
34,734,Gene-Gene
34,735,Gene-Gene
34,736,Gene-Gene
34,737,Gene-Gene
34,738,Gene-Gene
34,739,Gene-Gene
34,740,Gene-Gene
34,741,Gene-Gene
34,742,Gene-Gene
34,743,Gene-Gene
34,744,Gene-Gene
34,745,Gene-Gene
34,746,Gene-Gene
34,747,Gene-Gene
34,748,Gene-Gene
34,1544,Gene-Gene
34,1545,Gene-Gene
34,1546,Gene-Gene
34,1556,Gene-Gene
34,2095,Gene-Gene-METH
35,219,Gene-Gene
35,220,Gene-Gene
35,221,Gene-Gene
35,222,Gene-Gene
35,223,Gene-Gene
35,224,Gene-Gene
35,225,Gene-Gene
35,229,Gene-Gene
35,230,Gene-Gene
35,231,Gene-Gene
35,232,Gene-Gene
35,233,Gene-Gene
35,725,Gene-Gene
35,726,Gene-Gene
35,727,Gene-Gene
35,728,Gene-Gene
35,729,Gene-Gene
35,731,Gene-Gene
35,732,Gene-Gene
35,733,Gene-Gene
35,734,Gene-Gene
35,735,Gene-Gene
35,736,Gene-Gene
35,737,Gene-Gene
35,738,Gene-Gene
35,739,Gene-Gene
35,740,Gene-Gene
35,741,Gene-Gene
35,742,Gene-Gene
35,743,Gene-Gene
35,744,Gene-Gene
35,745,Gene-Gene
35,746,Gene-Gene
35,747,Gene-Gene
35,748,Gene-Gene
35,1544,Gene-Gene
35,1545,Gene-Gene
35,1546,Gene-Gene
35,1556,Gene-Gene
35,2096,Gene-Gene-METH
36,37,Gene-Gene
36,42,Gene-Gene
36,51,Gene-Gene
36,512,Gene-Gene
36,514,Gene-Gene
36,669,Gene-Gene
36,713,Gene-Gene
36,719,Gene-Gene
36,753,Gene-Gene
36,851,Gene-Gene
36,853,Gene-Gene
36,1098,Gene-Gene
36,1190,Gene-Gene
36,1314,Gene-Gene
36,1581,Gene-Gene
36,1987,Gene-Gene
36,2015,Gene-Gene
36,2097,Gene-Gene-METH
37,36,Gene-Gene
37,345,Gene-Gene
37,668,Gene-Gene
37,700,Gene-Gene
37,712,Gene-Gene
37,731,Gene-Gene
37,1311,Gene-Gene
37,1486,Gene-Gene
37,1986,Gene-Gene
37,2014,Gene-Gene
37,2098,Gene-Gene-METH
38,39,Gene-Gene
38,40,Gene-Gene
38,1492,Gene-Gene
38,1719,Gene-Gene
38,1720,Gene-Gene
38,1721,Gene-Gene
38,2099,Gene-Gene-METH
39,38,Gene-Gene
39,234,Gene-Gene
39,1490,Gene-Gene
39,1856,Gene-Gene
39,2100,Gene-Gene-METH
40,38,Gene-Gene
40,234,Gene-Gene
40,1490,Gene-Gene
40,1856,Gene-Gene
40,2101,Gene-Gene-METH
41,542,Gene-Gene
41,543,Gene-Gene
41,544,Gene-Gene
41,710,Gene-Gene
41,725,Gene-Gene
41,726,Gene-Gene
41,727,Gene-Gene
41,1029,Gene-Gene
41,1318,Gene-Gene
41,1346,Gene-Gene
41,1840,Gene-Gene
41,2102,Gene-Gene-METH
42,36,Gene-Gene
42,345,Gene-Gene
42,668,Gene-Gene
42,700,Gene-Gene
42,712,Gene-Gene
42,728,Gene-Gene
42,730,Gene-Gene
42,731,Gene-Gene
42,1311,Gene-Gene
42,1486,Gene-Gene
42,1986,Gene-Gene
42,2014,Gene-Gene
42,2103,Gene-Gene-METH
43,728,Gene-Gene
43,730,Gene-Gene
43,731,Gene-Gene
43,2104,Gene-Gene-METH
44,725,Gene-Gene
44,726,Gene-Gene
44,727,Gene-Gene
44,1029,Gene-Gene
44,2105,Gene-Gene-METH
45,720,Gene-Gene
45,721,Gene-Gene
45,722,Gene-Gene
45,723,Gene-Gene
45,724,Gene-Gene
45,730,Gene-Gene
45,1540,Gene-Gene
45,1541,Gene-Gene
45,1542,Gene-Gene
45,1543,Gene-Gene
45,1547,Gene-Gene
45,1548,Gene-Gene
45,1549,Gene-Gene
45,1982,Gene-Gene
45,2106,Gene-Gene-METH
46,720,Gene-Gene
46,721,Gene-Gene
46,722,Gene-Gene
46,723,Gene-Gene
46,724,Gene-Gene
46,730,Gene-Gene
46,1982,Gene-Gene
46,2107,Gene-Gene-METH
47,720,Gene-Gene
47,721,Gene-Gene
47,722,Gene-Gene
47,723,Gene-Gene
47,724,Gene-Gene
47,730,Gene-Gene
47,1982,Gene-Gene
47,2108,Gene-Gene-METH
48,720,Gene-Gene
48,721,Gene-Gene
48,722,Gene-Gene
48,730,Gene-Gene
48,1982,Gene-Gene
48,2109,Gene-Gene-METH
49,720,Gene-Gene
49,721,Gene-Gene
49,722,Gene-Gene
49,730,Gene-Gene
49,1982,Gene-Gene
49,2110,Gene-Gene-METH
50,720,Gene-Gene
50,721,Gene-Gene
50,722,Gene-Gene
50,730,Gene-Gene
50,1982,Gene-Gene
50,2111,Gene-Gene-METH
51,36,Gene-Gene
51,345,Gene-Gene
51,668,Gene-Gene
51,700,Gene-Gene
51,712,Gene-Gene
51,725,Gene-Gene
51,726,Gene-Gene
51,727,Gene-Gene
51,728,Gene-Gene
51,731,Gene-Gene
51,1311,Gene-Gene
51,1486,Gene-Gene
51,1986,Gene-Gene
51,2014,Gene-Gene
51,2112,Gene-Gene-METH
52,542,Gene-Gene
52,543,Gene-Gene
52,544,Gene-Gene
52,710,Gene-Gene
52,725,Gene-Gene
52,726,Gene-Gene
52,727,Gene-Gene
52,728,Gene-Gene
52,731,Gene-Gene
52,1318,Gene-Gene
52,1346,Gene-Gene
52,1840,Gene-Gene
52,2113,Gene-Gene-METH
53,725,Gene-Gene
53,726,Gene-Gene
53,727,Gene-Gene
53,728,Gene-Gene
53,731,Gene-Gene
53,2114,Gene-Gene-METH
54,2043,Gene-Gene
54,2048,Gene-Gene
54,2115,Gene-Gene-METH
55,777,Gene-Gene
55,1422,Gene-Gene
55,1423,Gene-Gene
55,1424,Gene-Gene
55,1426,Gene-Gene
55,1427,Gene-Gene
55,1428,Gene-Gene
55,2116,Gene-Gene-METH
56,496,Gene-Gene
56,1000,Gene-Gene
56,1002,Gene-Gene
56,1280,Gene-Gene
56,1309,Gene-Gene
56,1310,Gene-Gene
56,1422,Gene-Gene
56,1423,Gene-Gene
56,1424,Gene-Gene
56,1426,Gene-Gene
56,1427,Gene-Gene
56,1428,Gene-Gene
56,1462,Gene-Gene
56,1463,Gene-Gene
56,1464,Gene-Gene
56,1465,Gene-Gene
56,1466,Gene-Gene
56,1467,Gene-Gene
56,1468,Gene-Gene
56,1469,Gene-Gene
56,1470,Gene-Gene
56,1471,Gene-Gene
56,1555,Gene-Gene
56,1660,Gene-Gene
56,2117,Gene-Gene-METH
57,1540,Gene-Gene
57,1541,Gene-Gene
57,1542,Gene-Gene
57,1543,Gene-Gene
57,1547,Gene-Gene
57,1548,Gene-Gene
57,1549,Gene-Gene
57,2118,Gene-Gene-METH
58,59,Gene-Gene
58,143,Gene-Gene
58,144,Gene-Gene
58,145,Gene-Gene
58,455,Gene-Gene
58,456,Gene-Gene
58,597,Gene-Gene
58,777,Gene-Gene
58,778,Gene-Gene
58,779,Gene-Gene
58,780,Gene-Gene
58,781,Gene-Gene
58,782,Gene-Gene
58,783,Gene-Gene
58,784,Gene-Gene
58,1115,Gene-Gene
58,1116,Gene-Gene
58,1117,Gene-Gene
58,1118,Gene-Gene
58,1119,Gene-Gene
58,1120,Gene-Gene
58,1583,Gene-Gene
58,2119,Gene-Gene-METH
59,58,Gene-Gene
59,142,Gene-Gene
59,596,Gene-Gene
59,720,Gene-Gene
59,721,Gene-Gene
59,722,Gene-Gene
59,723,Gene-Gene
59,724,Gene-Gene
59,730,Gene-Gene
59,731,Gene-Gene
59,1462,Gene-Gene
59,1463,Gene-Gene
59,1464,Gene-Gene
59,1465,Gene-Gene
59,1745,Gene-Gene
59,1904,Gene-Gene
59,1905,Gene-Gene
59,1906,Gene-Gene
59,1982,Gene-Gene
59,2120,Gene-Gene-METH
60,1961,Gene-Gene
60,2121,Gene-Gene-METH
61,862,Gene-Gene
61,1597,Gene-Gene
61,1963,Gene-Gene
61,2122,Gene-Gene-METH
62,1078,Gene-Gene
62,1079,Gene-Gene
62,1735,Gene-Gene
62,2123,Gene-Gene-METH
63,64,Gene-Gene
63,104,Gene-Gene
63,105,Gene-Gene
63,106,Gene-Gene
63,149,Gene-Gene
63,156,Gene-Gene
63,185,Gene-Gene
63,253,Gene-Gene
63,328,Gene-Gene
63,335,Gene-Gene
63,336,Gene-Gene
63,356,Gene-Gene
63,397,Gene-Gene
63,398,Gene-Gene
63,399,Gene-Gene
63,400,Gene-Gene
63,401,Gene-Gene
63,402,Gene-Gene
63,403,Gene-Gene
63,407,Gene-Gene
63,659,Gene-Gene
63,660,Gene-Gene
63,661,Gene-Gene
63,787,Gene-Gene
63,788,Gene-Gene
63,834,Gene-Gene
63,835,Gene-Gene
63,879,Gene-Gene
63,881,Gene-Gene
63,1146,Gene-Gene
63,1158,Gene-Gene
63,1161,Gene-Gene
63,1166,Gene-Gene
63,1168,Gene-Gene
63,1169,Gene-Gene
63,1170,Gene-Gene
63,1171,Gene-Gene
63,1173,Gene-Gene
63,1195,Gene-Gene
63,1243,Gene-Gene
63,1244,Gene-Gene
63,1280,Gene-Gene
63,1282,Gene-Gene
63,1283,Gene-Gene
63,1284,Gene-Gene
63,1301,Gene-Gene
63,1302,Gene-Gene
63,1303,Gene-Gene
63,1321,Gene-Gene
63,1374,Gene-Gene
63,1389,Gene-Gene
63,1394,Gene-Gene
63,1414,Gene-Gene
63,1415,Gene-Gene
63,1422,Gene-Gene
63,1423,Gene-Gene
63,1424,Gene-Gene
63,1425,Gene-Gene
63,1426,Gene-Gene
63,1427,Gene-Gene
63,1428,Gene-Gene
63,1430,Gene-Gene
63,1431,Gene-Gene
63,1499,Gene-Gene
63,1500,Gene-Gene
63,1501,Gene-Gene
63,1506,Gene-Gene
63,1507,Gene-Gene
63,1508,Gene-Gene
63,1509,Gene-Gene
63,1510,Gene-Gene
63,1511,Gene-Gene
63,1512,Gene-Gene
63,1513,Gene-Gene
63,1514,Gene-Gene
63,1515,Gene-Gene
63,1516,Gene-Gene
63,1517,Gene-Gene
63,1518,Gene-Gene
63,1519,Gene-Gene
63,1520,Gene-Gene
63,1521,Gene-Gene
63,1522,Gene-Gene
63,1523,Gene-Gene
63,1524,Gene-Gene
63,1525,Gene-Gene
63,1526,Gene-Gene
63,1561,Gene-Gene
63,1614,Gene-Gene
63,1660,Gene-Gene
63,1791,Gene-Gene
63,1877,Gene-Gene
63,1878,Gene-Gene
63,1889,Gene-Gene
63,1890,Gene-Gene
63,1917,Gene-Gene
63,1984,Gene-Gene
63,1985,Gene-Gene
63,2124,Gene-Gene-METH
64,63,Gene-Gene
64,65,Gene-Gene
64,66,Gene-Gene
64,567,Gene-Gene
64,1244,Gene-Gene
64,1492,Gene-Gene
64,1540,Gene-Gene
64,1541,Gene-Gene
64,1542,Gene-Gene
64,1543,Gene-Gene
64,1547,Gene-Gene
64,1548,Gene-Gene
64,1549,Gene-Gene
64,1671,Gene-Gene
64,1699,Gene-Gene
64,1700,Gene-Gene
64,1701,Gene-Gene
64,1996,Gene-Gene
64,2125,Gene-Gene-METH
65,64,Gene-Gene
65,104,Gene-Gene
65,105,Gene-Gene
65,106,Gene-Gene
65,149,Gene-Gene
65,156,Gene-Gene
65,185,Gene-Gene
65,253,Gene-Gene
65,328,Gene-Gene
65,335,Gene-Gene
65,336,Gene-Gene
65,356,Gene-Gene
65,397,Gene-Gene
65,398,Gene-Gene
65,399,Gene-Gene
65,400,Gene-Gene
65,401,Gene-Gene
65,402,Gene-Gene
65,403,Gene-Gene
65,407,Gene-Gene
65,659,Gene-Gene
65,660,Gene-Gene
65,661,Gene-Gene
65,787,Gene-Gene
65,788,Gene-Gene
65,834,Gene-Gene
65,835,Gene-Gene
65,879,Gene-Gene
65,881,Gene-Gene
65,1146,Gene-Gene
65,1158,Gene-Gene
65,1161,Gene-Gene
65,1166,Gene-Gene
65,1168,Gene-Gene
65,1169,Gene-Gene
65,1170,Gene-Gene
65,1171,Gene-Gene
65,1173,Gene-Gene
65,1195,Gene-Gene
65,1243,Gene-Gene
65,1244,Gene-Gene
65,1280,Gene-Gene
65,1282,Gene-Gene
65,1283,Gene-Gene
65,1284,Gene-Gene
65,1301,Gene-Gene
65,1302,Gene-Gene
65,1303,Gene-Gene
65,1321,Gene-Gene
65,1374,Gene-Gene
65,1389,Gene-Gene
65,1394,Gene-Gene
65,1414,Gene-Gene
65,1415,Gene-Gene
65,1422,Gene-Gene
65,1423,Gene-Gene
65,1424,Gene-Gene
65,1425,Gene-Gene
65,1426,Gene-Gene
65,1427,Gene-Gene
65,1428,Gene-Gene
65,1430,Gene-Gene
65,1431,Gene-Gene
65,1499,Gene-Gene
65,1500,Gene-Gene
65,1501,Gene-Gene
65,1506,Gene-Gene
65,1507,Gene-Gene
65,1508,Gene-Gene
65,1509,Gene-Gene
65,1510,Gene-Gene
65,1511,Gene-Gene
65,1512,Gene-Gene
65,1513,Gene-Gene
65,1514,Gene-Gene
65,1515,Gene-Gene
65,1516,Gene-Gene
65,1517,Gene-Gene
65,1518,Gene-Gene
65,1519,Gene-Gene
65,1520,Gene-Gene
65,1521,Gene-Gene
65,1522,Gene-Gene
65,1523,Gene-Gene
65,1524,Gene-Gene
65,1525,Gene-Gene
65,1526,Gene-Gene
65,1561,Gene-Gene
65,1614,Gene-Gene
65,1660,Gene-Gene
65,1791,Gene-Gene
65,1877,Gene-Gene
65,1878,Gene-Gene
65,1889,Gene-Gene
65,1890,Gene-Gene
65,1917,Gene-Gene
65,1984,Gene-Gene
65,1985,Gene-Gene
65,2126,Gene-Gene-METH
66,64,Gene-Gene
66,104,Gene-Gene
66,105,Gene-Gene
66,106,Gene-Gene
66,149,Gene-Gene
66,156,Gene-Gene
66,185,Gene-Gene
66,253,Gene-Gene
66,328,Gene-Gene
66,335,Gene-Gene
66,336,Gene-Gene
66,356,Gene-Gene
66,397,Gene-Gene
66,398,Gene-Gene
66,399,Gene-Gene
66,400,Gene-Gene
66,401,Gene-Gene
66,402,Gene-Gene
66,403,Gene-Gene
66,407,Gene-Gene
66,659,Gene-Gene
66,660,Gene-Gene
66,661,Gene-Gene
66,787,Gene-Gene
66,788,Gene-Gene
66,834,Gene-Gene
66,835,Gene-Gene
66,879,Gene-Gene
66,881,Gene-Gene
66,1146,Gene-Gene
66,1158,Gene-Gene
66,1161,Gene-Gene
66,1166,Gene-Gene
66,1168,Gene-Gene
66,1169,Gene-Gene
66,1170,Gene-Gene
66,1171,Gene-Gene
66,1173,Gene-Gene
66,1195,Gene-Gene
66,1243,Gene-Gene
66,1244,Gene-Gene
66,1280,Gene-Gene
66,1282,Gene-Gene
66,1283,Gene-Gene
66,1284,Gene-Gene
66,1301,Gene-Gene
66,1302,Gene-Gene
